Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Ex Ey Ez HypE E ElRho ElMx ElMy ElMz ElE Pmin Pmax
   1570  1.56900E-02  1.00000E-005  5.62500E-001  2.79624E-002  0.00000E+000 -7.80198E-007  0.00000E+000  9.99959E-003  0.00000E+000  2.01643E-001  0.00000E+000 -6.36834E-004 -4.50849E-007  8.31628E-001  5.62500E-003  2.80070E-004  0.00000E+000 -2.88846E-008  8.17293E-001  9.99675E-002  1.00009E+000
   1580  1.57900E-02  1.00000E-005  5.62500E-001  2.81386E-002  0.00000E+000 -6.95999E-007  0.00000E+000  9.99964E-003  0.00000E+000  2.02048E-001  0.00000E+000 -6.57814E-004 -4.47834E-007  8.31674E-001  5.62500E-003  2.83909E-004  0.00000E+000 -1.14898E-007  8.17245E-001  9.99672E-002  1.00010E+000
   1590  1.58900E-02  1.00000E-005  5.62500E-001  2.83154E-002  0.00000E+000 -6.47739E-007  0.00000E+000  9.99975E-003  0.00000E+000  2.02893E-001  0.00000E+000 -7.09945E-004 -4.07466E-007  8.31719E-001  5.62500E-003  2.87095E-004  0.00000E+000 -1.66576E-007  8.17197E-001  9.99665E-002  1.00009E+000
   1600  1.59900E-02  1.00000E-005  5.62500E-001  2.84933E-002  0.00000E+000 -6.46909E-007  0.00000E+000  9.99989E-003  0.00000E+000  2.03950E-001  0.00000E+000 -7.80302E-004 -3.33650E-007  8.31765E-001  5.62500E-003  2.89219E-004  0.00000E+000 -1.71575E-007  8.17149E-001  9.99660E-002  1.00009E+000
   1610  1.60900E-02  1.00000E-005  5.62500E-001  2.86723E-002  0.00000E+000 -6.93289E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.04928E-001  0.00000E+000 -8.51587E-004 -2.33678E-007  8.31811E-001  5.62500E-003  2.90150E-004  0.00000E+000 -1.29020E-007  8.17100E-001  9.99660E-002  1.00009E+000
   1620  1.61900E-02  1.00000E-005  5.62500E-001  2.88524E-002  0.00000E+000 -7.75142E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.05542E-001  0.00000E+000 -9.06480E-004 -1.18258E-007  8.31857E-001  5.62500E-003  2.90055E-004  0.00000E+000 -4.95719E-008  8.17051E-001  9.99660E-002  1.00008E+000
   1630  1.62900E-02  1.00000E-005  5.62500E-001  2.90331E-002  0.00000E+000 -8.72312E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.05586E-001  0.00000E+000 -9.32202E-004  5.35639E-009  8.31903E-001  5.62500E-003  2.89352E-004  0.00000E+000  4.73931E-008  8.17003E-001  9.99661E-002  1.00008E+000
   1640  1.63900E-02  1.00000E-005  5.62500E-001  2.92139E-002  0.00000E+000 -9.61248E-007  0.00000E+000  1.00003E-002  0.00000E+000  2.04985E-001  0.00000E+000 -9.24028E-004  1.29108E-007  8.31948E-001  5.62500E-003  2.88603E-004  0.00000E+000  1.38573E-007  8.16954E-001  9.99663E-002  1.00008E+000
   1650  1.64900E-02  1.00000E-005  5.62500E-001  2.93941E-002  0.00000E+000 -1.02079E-006  0.00000E+000  1.00003E-002  0.00000E+000  2.03806E-001  0.00000E+000 -8.85103E-004  2.45856E-007  8.31994E-001  5.62500E-003  2.88378E-004  0.00000E+000  2.02527E-007  8.16906E-001  9.99667E-002  1.00008E+000
   1660  1.65900E-02  1.00000E-005  5.62500E-001  2.95734E-002  0.00000E+000 -1.03710E-006  0.00000E+000  1.00002E-002  0.00000E+000  2.02247E-001  0.00000E+000 -8.25141E-004  3.50327E-007  8.32040E-001  5.62500E-003  2.89118E-004  0.00000E+000  2.24679E-007  8.16857E-001  9.99669E-002  1.00008E+000
   1670  1.66900E-02  1.00000E-005  5.62500E-001  2.97515E-002  0.00000E+000 -1.00677E-006  0.00000E+000  1.00002E-002  0.00000E+000  2.00587E-001  0.00000E+000 -7.58228E-004  4.38835E-007  8.32086E-001  5.62500E-003  2.91033E-004  0.00000E+000  2.00615E-007  8.16809E-001  9.99669E-002  1.00008E+000
   1680  1.67900E-02  1.00000E-005  5.62500E-001  2.99284E-002  0.00000E+000 -9.37552E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.99118E-001  0.00000E+000 -6.99753E-004  5.08336E-007  8.32131E-001  5.62500E-003  2.94057E-004  0.00000E+000  1.36905E-007  8.16761E-001  9.99665E-002  1.00008E+000
   1690  1.68900E-02  1.00000E-005  5.62500E-001  3.01046E-002  0.00000E+000 -8.46323E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.98082E-001  0.00000E+000 -6.61860E-004  5.56958E-007  8.32177E-001  5.62500E-003  2.97872E-004  0.00000E+000  4.94716E-008  8.16713E-001  9.99658E-002  1.00008E+000
   1700  1.69900E-02  1.00000E-005  5.62500E-001  3.02805E-002  0.00000E+000 -7.54711E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.97611E-001  0.00000E+000 -6.50986E-004  5.83630E-007  8.32223E-001  5.62500E-003  3.01987E-004  0.00000E+000 -4.04832E-008  8.16664E-001  9.99652E-002  1.00008E+000
   1710  1.70900E-02  1.00000E-005  5.62500E-001  3.04566E-002  0.00000E+000 -6.83710E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.97708E-001  0.00000E+000 -6.66479E-004  5.86205E-007  8.32268E-001  5.62500E-003  3.05860E-004  0.00000E+000 -1.11880E-007  8.16615E-001  9.99653E-002  1.00008E+000
   1720  1.71900E-02  1.00000E-005  5.62500E-001  3.06335E-002  0.00000E+000 -6.48442E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.98242E-001  0.00000E+000 -7.00813E-004  5.65265E-007  8.32314E-001  5.62500E-003  3.09027E-004  0.00000E+000 -1.49175E-007  8.16566E-001  9.99660E-002  1.00007E+000
   1730  1.72900E-02  1.00000E-005  5.62500E-001  3.08113E-002  0.00000E+000 -6.54537E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.98991E-001  0.00000E+000 -7.42603E-004  5.21490E-007  8.32360E-001  5.62500E-003  3.11202E-004  0.00000E+000 -1.46033E-007  8.16517E-001  9.99671E-002  1.00007E+000
   1740  1.73900E-02  1.00000E-005  5.62500E-001  3.09902E-002  0.00000E+000 -6.97018E-007  0.00000E+000  1.00001E-002  0.00000E+000  1.99696E-001  0.00000E+000 -7.78602E-004  4.57641E-007  8.32407E-001  5.62500E-003  3.12350E-004  0.00000E+000 -1.06511E-007  8.16468E-001  9.99679E-002  1.00008E+000
   1750  1.74900E-02  1.00000E-005  5.62500E-001  3.11698E-002  0.00000E+000 -7.61743E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.00120E-001  0.00000E+000 -7.97499E-004  3.76866E-007  8.32453E-001  5.62500E-003  3.12682E-004  0.00000E+000 -4.38346E-008  8.16418E-001  9.99684E-002  1.00008E+000
   1760  1.75900E-02  1.00000E-005  5.62500E-001  3.13499E-002  0.00000E+000 -8.29148E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.00111E-001  0.00000E+000 -7.93657E-004  2.83117E-007  8.32499E-001  5.62500E-003  3.12603E-004  0.00000E+000  2.31320E-008  8.16369E-001  9.99688E-002  1.00008E+000
   1770  1.76900E-02  1.00000E-005  5.62500E-001  3.15299E-002  0.00000E+000 -8.79329E-007  0.00000E+000  1.00000E-002  0.00000E+000  1.99633E-001  0.00000E+000 -7.68281E-004  1.79445E-007  8.32546E-001  5.62500E-003  3.12608E-004  0.00000E+000  7.46807E-008  8.16319E-001  9.99691E-002  1.00008E+000
   1780  1.77900E-02  1.00000E-005  5.62500E-001  3.17093E-002  0.00000E+000 -8.96926E-007  0.00000E+000  9.99997E-003  0.00000E+000  1.98775E-001  0.00000E+000 -7.27983E-004  6.89869E-008  8.32592E-001  5.62500E-003  3.13170E-004  0.00000E+000  9.50488E-008  8.16270E-001  9.99694E-002  1.00007E+000
   1790  1.78900E-02  1.00000E-005  5.62500E-001  3.18879E-002  0.00000E+000 -8.74859E-007  0.00000E+000  9.99989E-003  0.00000E+000  1.97728E-001  0.00000E+000 -6.84425E-004 -4.42744E-008  8.32638E-001  5.62500E-003  3.14624E-004  0.00000E+000  7.62772E-008  8.16221E-001  9.99696E-002  1.00007E+000
   1800  1.79900E-02  1.00000E-005  5.62500E-001  3.20654E-002  0.00000E+000 -8.15985E-007  0.00000E+000  9.99982E-003  0.00000E+000  1.96739E-001  0.00000E+000 -6.50497E-004 -1.55623E-007  8.32684E-001  5.62500E-003  3.17094E-004  0.00000E+000  2.02591E-008  8.16172E-001  9.99697E-002  1.00008E+000
   1810  1.80900E-02  1.00000E-005  5.62500E-001  3.22420E-002  0.00000E+000 -7.32321E-007  0.00000E+000  9.99977E-003  0.00000E+000  1.96054E-001  0.00000E+000 -6.37901E-004 -2.59512E-007  8.32730E-001  5.62500E-003  3.20469E-004  0.00000E+000 -6.18340E-008  8.16124E-001  9.99697E-002  1.00007E+000
   1820  1.81900E-02  1.00000E-005  5.62500E-001  3.24181E-002  0.00000E+000 -6.42106E-007  0.00000E+000  9.99975E-003  0.00000E+000  1.95861E-001  0.00000E+000 -6.54175E-004 -3.50620E-007  8.32775E-001  5.62500E-003  3.24432E-004  0.00000E+000 -1.52338E-007  8.16075E-001  9.99698E-002  1.00007E+000
   1830  1.82900E-02  1.00000E-005  5.62500E-001  3.25940E-002  0.00000E+000 -5.65094E-007  0.00000E+000  9.99976E-003  0.00000E+000  1.96248E-001  0.00000E+000 -7.00096E-004 -4.22809E-007  8.32821E-001  5.62500E-003  3.28534E-004  0.00000E+000 -2.31627E-007  8.16027E-001  9.99700E-002  1.00008E+000
   1840  1.83900E-02  1.00000E-005  5.62500E-001  3.27702E-002  0.00000E+000 -5.17894E-007  0.00000E+000  9.99980E-003  0.00000E+000  1.97184E-001  0.00000E+000 -7.70290E-004 -4.72631E-007  8.32866E-001  5.62500E-003  3.32304E-004  0.00000E+000 -2.82881E-007  8.15978E-001  9.99701E-002  1.00007E+000
   1850  1.84900E-02  1.00000E-005  5.62500E-001  3.29472E-002  0.00000E+000 -5.10192E-007  0.00000E+000  9.99986E-003  0.00000E+000  1.98528E-001  0.00000E+000 -8.54898E-004 -4.95395E-007  8.32912E-001  5.62500E-003  3.35348E-004  0.00000E+000 -2.95964E-007  8.15930E-001  9.99701E-002  1.00007E+000
   1860  1.85900E-02  1.00000E-005  5.62500E-001  3.31251E-002  0.00000E+000 -5.42804E-007  0.00000E+000  9.99993E-003  0.00000E+000  2.00060E-001  0.00000E+000 -9.41252E-004 -4.89050E-007  8.32958E-001  5.62500E-003  3.37439E-004  0.00000E+000 -2.69345E-007  8.15881E-001  9.99705E-002  1.00008E+000
   1870  1.86900E-02  1.00000E-005  5.62500E-001  3.33040E-002  0.00000E+000 -6.07575E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.01535E-001  0.00000E+000 -1.01617E-003 -4.53904E-007  8.33004E-001  5.62500E-003  3.38563E-004  0.00000E+000 -2.10345E-007  8.15832E-001  9.99711E-002  1.00008E+000
   1880  1.87900E-02  1.00000E-005  5.62500E-001  3.34836E-002  0.00000E+000 -6.89988E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.02729E-001  0.00000E+000 -1.07099E-003 -3.92460E-007  8.33050E-001  5.62500E-003  3.38905E-004  0.00000E+000 -1.32710E-007  8.15784E-001  9.99717E-002  1.00008E+000
   1890  1.88900E-02  1.00000E-005  5.62500E-001  3.36637E-002  0.00000E+000 -7.72683E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.03490E-001  0.00000E+000 -1.10061E-003 -3.12934E-007  8.33096E-001  5.62500E-003  3.38808E-004  0.00000E+000 -5.32252E-008  8.15735E-001  9.99721E-002  1.00007E+000
   1900  1.89900E-02  1.00000E-005  5.62500E-001  3.38439E-002  0.00000E+000 -8.39603E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.03764E-001  0.00000E+000 -1.10604E-003 -2.21434E-007  8.33142E-001  5.62500E-003  3.38683E-004  0.00000E+000  1.21942E-008  8.15686E-001  9.99724E-002  1.00008E+000
   1910  1.90900E-02  1.00000E-005  5.62500E-001  3.40236E-002  0.00000E+000 -8.79503E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.03599E-001  0.00000E+000 -1.09291E-003 -1.24294E-007  8.33188E-001  5.62500E-003  3.38916E-004  0.00000E+000  5.22717E-008  8.15637E-001  9.99726E-002  1.00008E+000
   1920  1.91900E-02  1.00000E-005  5.62500E-001  3.42028E-002  0.00000E+000 -8.88601E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.03127E-001  0.00000E+000 -1.07079E-003 -2.56398E-008  8.33235E-001  5.62500E-003  3.39783E-004  0.00000E+000  6.28954E-008  8.15589E-001  9.99731E-002  1.00008E+000
   1930  1.92900E-02  1.00000E-005  5.62500E-001  3.43812E-002  0.00000E+000 -8.70820E-007  0.00000E+000  9.99999E-003  0.00000E+000  2.02527E-001  0.00000E+000 -1.04872E-003  7.09355E-008  8.33281E-001  5.62500E-003  3.41392E-004  0.00000E+000  4.73535E-008  8.15540E-001  9.99735E-002  1.00007E+000
   1940  1.93900E-02  1.00000E-005  5.62500E-001  3.45589E-002  0.00000E+000 -8.36787E-007  0.00000E+000  9.99998E-003  0.00000E+000  2.01979E-001  0.00000E+000 -1.03447E-003  1.64020E-007  8.33327E-001  5.62500E-003  3.43671E-004  0.00000E+000  1.53755E-008  8.15491E-001  9.99737E-002  1.00008E+000
   1950  1.94900E-02  1.00000E-005  5.62500E-001  3.47362E-002  0.00000E+000 -8.00489E-007  0.00000E+000  9.99998E-003  0.00000E+000  2.01624E-001  0.00000E+000 -1.03269E-003  2.53224E-007  8.33373E-001  5.62500E-003  3.46397E-004  0.00000E+000 -1.98174E-008  8.15442E-001  9.99739E-002  1.00008E+000
   1960  1.95900E-02  1.00000E-005  5.62500E-001  3.49133E-002  0.00000E+000 -7.75517E-007  0.00000E+000  1.00000E-002  0.00000E+000  2.01533E-001  0.00000E+000 -1.04368E-003  3.38241E-007  8.33419E-001  5.62500E-003  3.49256E-004  0.00000E+000 -4.49789E-008  8.15394E-001  9.99740E-002  1.00007E+000
   1970  1.96900E-02  1.00000E-005  5.62500E-001  3.50906E-002  0.00000E+000 -7.71817E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.01694E-001  0.00000E+000 -1.06311E-003  4.17749E-007  8.33465E-001  5.62500E-003  3.51927E-004  0.00000E+000 -4.99958E-008  8.15345E-001  9.99746E-002  1.00006E+000
   1980  1.97900E-02  1.00000E-005  5.62500E-001  3.52684E-002  0.00000E+000 -7.93473E-007  0.00000E+000  1.00001E-002  0.00000E+000  2.02023E-001  0.00000E+000 -1.08308E-003  4.89620E-007  8.33511E-001  5.62500E-003  3.54156E-004  0.00000E+000 -3.01534E-008  8.15297E-001  9.99751E-002  1.00007E+000
   1990  1.98900E-02  1.00000E-005  5.62500E-001  3.54467E-002  0.00000E+000 -8.38336E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.02386E-001  0.00000E+000 -1.09554E-003  5.49343E-007  8.33556E-001  5.62500E-003  3.55814E-004  0.00000E+000  1.30926E-008  8.15248E-001  9.99755E-002  1.00007E+000
   2000  1.99900E-02  1.00000E-005  5.62500E-001  3.56256E-002  0.00000E+000 -8.98379E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.02640E-001  0.00000E+000 -1.09285E-003  5.92497E-007  8.33602E-001  5.62500E-003  3.56927E-004  0.00000E+000  7.23630E-008  8.15200E-001  9.99757E-002  1.00008E+000
   2001  2.00000E-02  1.00000E-005  5.62500E-001  3.56436E-002  0.00000E+000 -9.04763E-007  0.00000E+000  1.00002E-002  0.00000E+000  2.02654E-001  0.00000E+000 -1.09152E-003  5.95881E-007  8.33606E-001  5.62500E-003  3.57013E-004  0.00000E+000  7.87339E-008  8.15195E-001  9.99759E-002  1.00008E+000
