Model for transition region: [K] [1/m3] [N/m] [m/s] [W/m] [1]
      0  0.0000000000E+00  2  0  5
     500       2
logTe logNe LPe UHeat FluxXLength dFluxXLegthOverDU dLogLambdaOverDLogT
  7.4549098196E+00  1.8000000000E+01  1.5305704167E+09  2.3771561519E+05  3.6384048819E+14  1.1150583861E+00 -3.0093825189E-01
  7.4629258517E+00  1.8000000000E+01  1.6216945924E+09  2.3929428206E+05  3.8806224322E+14  1.1160920813E+00 -2.7145318687E-01
  7.4709418838E+00  1.8000000000E+01  1.7182554645E+09  2.4089845671E+05  4.1392508964E+14  1.1171894586E+00 -2.4413329445E-01
  7.4789579158E+00  1.8000000000E+01  1.8205708540E+09  2.4252926902E+05  4.4154171842E+14  1.1183474437E+00 -2.1826289438E-01
  7.4869739479E+00  1.8000000000E+01  1.9289764334E+09  2.4418784192E+05  4.7103259238E+14  1.1195643772E+00 -1.9320220855E-01
  7.4949899800E+00  1.8000000000E+01  2.0438266763E+09  2.4587531037E+05  5.0252651837E+14  1.1208399831E+00 -1.6831365034E-01
  7.5030060120E+00  1.8000000000E+01  2.1654958451E+09  2.4759284164E+05  5.3616126984E+14  1.1221745706E+00 -1.4368767414E-01
  7.5110220441E+00  1.8000000000E+01  2.2943790214E+09  2.4934163347E+05  5.7208421299E+14  1.1235671014E+00 -1.2040849974E-01
  7.5190380762E+00  1.8000000000E+01  2.4308931948E+09  2.5112287963E+05  6.1045289915E+14  1.1250147617E+00 -9.8956791333E-02
  7.5270541082E+00  1.8000000000E+01  2.5754784190E+09  2.5293775299E+05  6.5143572418E+14  1.1265146868E+00 -7.8853871353E-02
  7.5350701403E+00  1.8000000000E+01  2.7285990277E+09  2.5478741933E+05  6.9521270463E+14  1.1280650895E+00 -5.9560320759E-02
  7.5430861723E+00  1.8000000000E+01  2.8907449025E+09  2.5667305434E+05  7.4197632344E+14  1.1296653022E+00 -4.0600971291E-02
  7.5511022044E+00  1.8000000000E+01  3.0624327933E+09  2.5859585995E+05  7.9193244170E+14  1.1313153937E+00 -2.1792999016E-02
  7.5591182365E+00  1.8000000000E+01  3.2442076931E+09  2.6055707125E+05  8.4530125504E+14  1.1330147647E+00 -3.8203552106E-03
  7.5671342685E+00  1.8000000000E+01  3.4366442839E+09  2.6255793217E+05  9.0231821679E+14  1.1347613374E+00  1.2818465094E-02
  7.5751503006E+00  1.8000000000E+01  3.6403484677E+09  2.6459967621E+05  9.6323502584E+14  1.1365527068E+00  2.8404474268E-02
  7.5831663327E+00  1.8000000000E+01  3.8559589765E+09  2.6668353496E+05  1.0283207705E+15  1.1383872200E+00  4.3343856410E-02
  7.5911823647E+00  1.8000000000E+01  4.0841490539E+09  2.6881075229E+05  1.0978631797E+15  1.1402641471E+00  5.8023237220E-02
  7.5991983968E+00  1.8000000000E+01  4.3256282050E+09  2.7098259906E+05  1.1721699736E+15  1.1421834890E+00  7.2665600297E-02
  7.6072144289E+00  1.8000000000E+01  4.5811440176E+09  2.7320038256E+05  1.2515702982E+15  1.1441448738E+00  8.6812658795E-02
  7.6152304609E+00  1.8000000000E+01  4.8514840730E+09  2.7546542814E+05  1.3364161373E+15  1.1461464221E+00  9.9827210794E-02
  7.6232464930E+00  1.8000000000E+01  5.1374779670E+09  2.7777905200E+05  1.4270837594E+15  1.1481854602E+00  1.1179823521E-01
  7.6312625251E+00  1.8000000000E+01  5.4399994440E+09  2.8014256270E+05  1.5239753853E+15  1.1502597401E+00  1.2303861962E-01
  7.6392785571E+00  1.8000000000E+01  5.7599686293E+09  2.8255727257E+05  1.6275210260E+15  1.1523677178E+00  1.3382930206E-01
  7.6472945892E+00  1.8000000000E+01  6.0983543570E+09  2.8502450900E+05  1.7381804563E+15  1.1545085252E+00  1.4442890438E-01
  7.6553106212E+00  1.8000000000E+01  6.4561765969E+09  2.8754562577E+05  1.8564453396E+15  1.1566813467E+00  1.5467303217E-01
  7.6633266533E+00  1.8000000000E+01  6.8345089923E+09  2.9012199526E+05  1.9828413855E+15  1.1588845267E+00  1.6418969494E-01
  7.6713426854E+00  1.8000000000E+01  7.2344815360E+09  2.9275499019E+05  2.1179305711E+15  1.1611157974E+00  1.7297167750E-01
  7.6793587174E+00  1.8000000000E+01  7.6572833878E+09  2.9544598161E+05  2.2623136070E+15  1.1633731055E+00  1.8123155400E-01
  7.6873747495E+00  1.8000000000E+01  8.1041658261E+09  2.9819634764E+05  2.4166326500E+15  1.1656549415E+00  1.8917944296E-01
  7.6953907816E+00  1.8000000000E+01  8.5764453281E+09  3.0100748315E+05  2.5815742226E+15  1.1679603690E+00  1.9702232198E-01
  7.7034068136E+00  1.8000000000E+01  9.0755067823E+09  3.0388081020E+05  2.7578723540E+15  1.1702886186E+00  2.0469934816E-01
  7.7114228457E+00  1.8000000000E+01  9.6028068450E+09  3.0681777489E+05  2.9463118289E+15  1.1726381670E+00  2.1182797094E-01
  7.7194388778E+00  1.8000000000E+01  1.0159877477E+10  3.0981982633E+05  3.1477314755E+15  1.1750066315E+00  2.1827631206E-01
  7.7274549098E+00  1.8000000000E+01  1.0748329677E+10  3.1288840792E+05  3.3630277604E+15  1.1773915776E+00  2.2418789115E-01
  7.7354709419E+00  1.8000000000E+01  1.1369857400E+10  3.1602496331E+05  3.5931587678E+15  1.1797909968E+00  2.2973292339E-01
  7.7434869739E+00  1.8000000000E+01  1.2026241660E+10  3.1923094485E+05  3.8391484881E+15  1.1822032897E+00  2.3503071292E-01
  7.7515030060E+00  1.8000000000E+01  1.2719354807E+10  3.2250781968E+05  4.1020913866E+15  1.1846270737E+00  2.4012160184E-01
  7.7595190381E+00  1.8000000000E+01  1.3451165018E+10  3.2585707169E+05  4.3831572435E+15  1.1870607441E+00  2.4486466770E-01
  7.7675350701E+00  1.8000000000E+01  1.4223740994E+10  3.2928019226E+05  4.6835961691E+15  1.1895021399E+00  2.4910269505E-01
  7.7755511022E+00  1.8000000000E+01  1.5039256929E+10  3.3277866921E+05  5.0047439066E+15  1.1919489867E+00  2.5294685485E-01
  7.7835671343E+00  1.8000000000E+01  1.5899997715E+10  3.3635399242E+05  5.3480277108E+15  1.1943992728E+00  2.5646913215E-01
  7.7915831663E+00  1.8000000000E+01  1.6808364403E+10  3.4000765715E+05  5.7149726013E+15  1.1968512341E+00  2.5975811815E-01
  7.7995991984E+00  1.8000000000E+01  1.7766879922E+10  3.4374116924E+05  6.1072080782E+15  1.1993034335E+00  2.6291982399E-01
  7.8076152305E+00  1.8000000000E+01  1.8778195055E+10  3.4755605176E+05  6.5264753326E+15  1.2017543565E+00  2.6582627535E-01
  7.8156312625E+00  1.8000000000E+01  1.9845094721E+10  3.5145383567E+05  6.9746346590E+15  1.2042021300E+00  2.6841662939E-01
  7.8236472946E+00  1.8000000000E+01  2.0970504579E+10  3.5543605477E+05  7.4536734142E+15  1.2066448145E+00  2.7072394024E-01
  7.8316633267E+00  1.8000000000E+01  2.2157497971E+10  3.5950424698E+05  7.9657146230E+15  1.2090806266E+00  2.7280761609E-01
  7.8396793587E+00  1.8000000000E+01  2.3409303199E+10  3.6365995797E+05  8.5130262174E+15  1.2115079785E+00  2.7471713764E-01
  7.8476953908E+00  1.8000000000E+01  2.4729311157E+10  3.6790474419E+05  9.0980308954E+15  1.2139254500E+00  2.7649134978E-01
  7.8557114228E+00  1.8000000000E+01  2.6121083324E+10  3.7224017570E+05  9.7233166460E+15  1.2163317209E+00  2.7814177544E-01
  7.8637274549E+00  1.8000000000E+01  2.7588360149E+10  3.7666783667E+05  1.0391647934E+16  1.2187253555E+00  2.7959890062E-01
  7.8717434870E+00  1.8000000000E+01  2.9135069862E+10  3.8118931955E+05  1.1105977456E+16  1.2211048938E+00  2.8091052317E-01
  7.8797595190E+00  1.8000000000E+01  3.0765337724E+10  3.8580622864E+05  1.1869458920E+16  1.2234689821E+00  2.8207960126E-01
  7.8877755511E+00  1.8000000000E+01  3.2483495732E+10  3.9052017986E+05  1.2685460596E+16  1.2258163282E+00  2.8312599432E-01
  7.8957915832E+00  1.8000000000E+01  3.4294092805E+10  3.9533280241E+05  1.3557579814E+16  1.2281458345E+00  2.8411347863E-01
  7.9038076152E+00  1.8000000000E+01  3.6201905451E+10  4.0024574418E+05  1.4489658588E+16  1.2304565160E+00  2.8502556353E-01
  7.9118236473E+00  1.8000000000E+01  3.8211948965E+10  4.0526067050E+05  1.5485800059E+16  1.2327473251E+00  2.8583766922E-01
  7.9198396794E+00  1.8000000000E+01  4.0329489182E+10  4.1037926189E+05  1.6550386003E+16  1.2350171732E+00  2.8654294132E-01
  7.9278557114E+00  1.8000000000E+01  4.2560054819E+10  4.1560321341E+05  1.7688095546E+16  1.2372650835E+00  2.8718624814E-01
  7.9358717435E+00  1.8000000000E+01  4.4909450430E+10  4.2093423898E+05  1.8903925340E+16  1.2394901623E+00  2.8775185017E-01
  7.9438877756E+00  1.8000000000E+01  4.7383769988E+10  4.2637406987E+05  2.0203210856E+16  1.2416915740E+00  2.8826636640E-01
  7.9519038076E+00  1.8000000000E+01  4.9989411144E+10  4.3192445772E+05  2.1591649300E+16  1.2438686702E+00  2.8877313967E-01
  7.9599198397E+00  1.8000000000E+01  5.2733090161E+10  4.3758717913E+05  2.3075324170E+16  1.2460209681E+00  2.8928878825E-01
  7.9679358717E+00  1.8000000000E+01  5.5621857580E+10  4.4336403812E+05  2.4660731384E+16  1.2481481361E+00  2.8984648664E-01
  7.9759519038E+00  1.8000000000E+01  5.8663114617E+10  4.4925687034E+05  2.6354807277E+16  1.2502499699E+00  2.9045342223E-01
  7.9839679359E+00  1.8000000000E+01  6.1864630357E+10  4.5526754487E+05  2.8164958377E+16  1.2523264375E+00  2.9115786515E-01
  7.9919839679E+00  1.8000000000E+01  6.5234559758E+10  4.6139797069E+05  3.0099093492E+16  1.2543776486E+00  2.9195772807E-01
  8.0000000000E+00  1.8000000000E+01  6.8781462506E+10  4.6765009777E+05  3.2165657666E+16  1.2148290748E+00  2.9237295586E-01
